dt,rate
2023-01-01 00:00:00+00:00,-1.05e-05
2023-01-01 08:00:00.008000+00:00,0.0
2023-01-01 16:00:00+00:00,0.0
2023-01-02 00:00:00+00:00,0.0
2023-01-02 08:00:00.008000+00:00,0.0
2023-01-02 16:00:00.015000+00:00,-7.526e-05
2023-01-03 00:00:00.003000+00:00,-9.889e-05
2023-01-03 08:00:00.018000+00:00,-5.595e-05
2023-01-03 16:00:00+00:00,0.0
2023-01-04 00:00:00+00:00,0.0
2023-01-04 08:00:00.016000+00:00,0.0
2023-01-04 16:00:00.011000+00:00,0.0
2023-01-05 00:00:00.009000+00:00,-0.00042886
2023-01-05 08:00:00.011000+00:00,-0.00041485
2023-01-05 16:00:00+00:00,-0.00034445
2023-01-06 00:00:00.005000+00:00,-0.00035232
2023-01-06 08:00:00.001000+00:00,-0.00014715
2023-01-06 16:00:00+00:00,-0.00021562
2023-01-07 00:00:00.006000+00:00,-0.00022972
2023-01-07 08:00:00.017000+00:00,-0.00019772
2023-01-07 16:00:00+00:00,-0.00023691
2023-01-08 00:00:00.015000+00:00,-0.00042242
2023-01-08 08:00:00+00:00,-0.00011035
2023-01-08 16:00:00.010000+00:00,0.0
2023-01-09 00:00:00.003000+00:00,-5.51e-05
2023-01-09 08:00:00+00:00,0.0
2023-01-09 16:00:00.006000+00:00,0.0
2023-01-10 00:00:00.003000+00:00,0.0
2023-01-10 08:00:00.021000+00:00,0.0
2023-01-10 16:00:00+00:00,-1.944e-05
2023-01-11 00:00:00.011000+00:00,-0.00033078
2023-01-11 08:00:00.006000+00:00,-0.00010219
2023-01-11 16:00:00.004000+00:00,-9.478e-05
2023-01-12 00:00:00+00:00,-7.73e-06
2023-01-12 08:00:00+00:00,0.0
2023-01-12 16:00:00+00:00,0.0
2023-01-13 00:00:00.004000+00:00,-0.00030273
2023-01-13 08:00:00+00:00,-0.00013437
2023-01-13 16:00:00.018000+00:00,-9.937e-05
2023-01-14 00:00:00+00:00,0.0
2023-01-14 08:00:00.001000+00:00,0.00035334
2023-01-14 16:00:00+00:00,0.0001184
2023-01-15 00:00:00.010000+00:00,9.249e-05
2023-01-15 08:00:00.002000+00:00,0.0
2023-01-15 16:00:00+00:00,0.0
2023-01-16 00:00:00.010000+00:00,0.0
2023-01-16 08:00:00.007000+00:00,0.0
2023-01-16 16:00:00+00:00,0.0
2023-01-17 00:00:00.004000+00:00,0.0
2023-01-17 08:00:00.005000+00:00,0.0
2023-01-17 16:00:00.001000+00:00,0.0
2023-01-18 00:00:00.008000+00:00,0.0
2023-01-18 08:00:00.009000+00:00,0.0
2023-01-18 16:00:00.017000+00:00,0.0
2023-01-19 00:00:00+00:00,-9.679e-05
2023-01-19 08:00:00.015000+00:00,-0.00021146
2023-01-19 16:00:00.012000+00:00,0.0
2023-01-20 00:00:00+00:00,-7.95e-06
2023-01-20 08:00:00+00:00,0.0
2023-01-20 16:00:00+00:00,0.0
2023-01-21 00:00:00.013000+00:00,5.639e-05
2023-01-21 08:00:00.001000+00:00,0.000182
2023-01-21 16:00:00.016000+00:00,5.417e-05
2023-01-22 00:00:00+00:00,0.0
2023-01-22 08:00:00+00:00,0.00015982
2023-01-22 16:00:00.023000+00:00,0.00010198
2023-01-23 00:00:00.014000+00:00,5.355e-05
2023-01-23 08:00:00.014000+00:00,8.039e-05
2023-01-23 16:00:00.016000+00:00,7.383e-05
2023-01-24 00:00:00.008000+00:00,0.00015492
2023-01-24 08:00:00.008000+00:00,0.00022386
2023-01-24 16:00:00+00:00,0.00017116
2023-01-25 00:00:00.012000+00:00,0.0
2023-01-25 08:00:00+00:00,0.0
2023-01-25 16:00:00.010000+00:00,0.0
2023-01-26 00:00:00.010000+00:00,0.0
2023-01-26 08:00:00.003000+00:00,0.0
2023-01-26 16:00:00.020000+00:00,0.0
2023-01-27 00:00:00.008000+00:00,0.0
2023-01-27 08:00:00+00:00,0.0
2023-01-27 16:00:00+00:00,0.0
2023-01-28 00:00:00.009000+00:00,0.0
2023-01-28 08:00:00.018000+00:00,0.0
2023-01-28 16:00:00.005000+00:00,0.0
2023-01-29 00:00:00.011000+00:00,0.0
2023-01-29 08:00:00+00:00,0.0
2023-01-29 16:00:00.008000+00:00,0.0
2023-01-30 00:00:00.001000+00:00,0.0
2023-01-30 08:00:00+00:00,2.222e-05
2023-01-30 16:00:00+00:00,0.0
2023-01-31 00:00:00.005000+00:00,0.0
2023-01-31 08:00:00+00:00,0.0
2023-01-31 16:00:00.007000+00:00,0.0
2023-02-01 00:00:00.013000+00:00,0.0
2023-02-01 08:00:00+00:00,0.0
2023-02-01 16:00:00.012000+00:00,0.0
2023-02-02 00:00:00.004000+00:00,3.463e-05
2023-02-02 08:00:00.023000+00:00,0.00054212
2023-02-02 16:00:00.003000+00:00,0.00017099
2023-02-03 00:00:00.010000+00:00,0.00014265
2023-02-03 08:00:00+00:00,7.717e-05
2023-02-03 16:00:00+00:00,4.762e-05
2023-02-04 00:00:00.010000+00:00,0.0
2023-02-04 08:00:00+00:00,6.947e-05
2023-02-04 16:00:00+00:00,4.705e-05
2023-02-05 00:00:00.016000+00:00,0.0
2023-02-05 08:00:00.009000+00:00,0.0
2023-02-05 16:00:00.018000+00:00,0.0
2023-02-06 00:00:00.001000+00:00,0.0
2023-02-06 08:00:00+00:00,0.0
2023-02-06 16:00:00.012000+00:00,0.0
2023-02-07 00:00:00.004000+00:00,0.0
2023-02-07 08:00:00.011000+00:00,0.0
2023-02-07 16:00:00.018000+00:00,0.0
2023-02-08 00:00:00.009000+00:00,0.0
2023-02-08 08:00:00.010000+00:00,0.0
2023-02-08 16:00:00+00:00,0.0
2023-02-09 00:00:00.014000+00:00,0.0
2023-02-09 08:00:00.006000+00:00,0.0
2023-02-09 16:00:00.001000+00:00,0.0
2023-02-10 00:00:00.012000+00:00,0.0
2023-02-10 08:00:00.005000+00:00,0.0
2023-02-10 16:00:00.020000+00:00,-7.142e-05
2023-02-11 00:00:00.007000+00:00,-0.00023045
2023-02-11 08:00:00.002000+00:00,-0.00025716
2023-02-11 16:00:00.021000+00:00,-0.00017915
2023-02-12 00:00:00.004000+00:00,-0.00010795
2023-02-12 08:00:00+00:00,-0.00030295
2023-02-12 16:00:00.002000+00:00,-0.0002616
2023-02-13 00:00:00.006000+00:00,-9.963e-05
2023-02-13 08:00:00.008000+00:00,-0.00011284
2023-02-13 16:00:00.002000+00:00,-0.00029629
2023-02-14 00:00:00.013000+00:00,-0.0001924
2023-02-14 08:00:00.014000+00:00,-1.819e-05
2023-02-14 16:00:00.016000+00:00,-7.739e-05
2023-02-15 00:00:00.011000+00:00,-0.00021143
2023-02-15 08:00:00+00:00,-9.915e-05
2023-02-15 16:00:00.005000+00:00,-7.066e-05
2023-02-16 00:00:00.019000+00:00,0.0
2023-02-16 08:00:00+00:00,0.0
2023-02-16 16:00:00.001000+00:00,5.284e-05
2023-02-17 00:00:00.003000+00:00,0.0
2023-02-17 08:00:00.016000+00:00,-8.97e-06
2023-02-17 16:00:00+00:00,0.0
2023-02-18 00:00:00.011000+00:00,0.0
2023-02-18 08:00:00+00:00,0.0
2023-02-18 16:00:00.007000+00:00,0.0
2023-02-19 00:00:00.019000+00:00,0.0
2023-02-19 08:00:00.005000+00:00,0.0
2023-02-19 16:00:00.003000+00:00,0.0
2023-02-20 00:00:00.006000+00:00,0.0
2023-02-20 08:00:00.008000+00:00,0.0
2023-02-20 16:00:00.006000+00:00,0.0
2023-02-21 00:00:00.001000+00:00,0.0
2023-02-21 08:00:00.004000+00:00,-3.791e-05
2023-02-21 16:00:00.011000+00:00,-4.808e-05
2023-02-22 00:00:00.009000+00:00,0.0
2023-02-22 08:00:00.010000+00:00,-3.36e-06
2023-02-22 16:00:00+00:00,-0.00012206
2023-02-23 00:00:00.006000+00:00,0.0
2023-02-23 08:00:00.005000+00:00,0.0
2023-02-23 16:00:00.002000+00:00,0.0
2023-02-24 00:00:00.015000+00:00,-7.966e-05
2023-02-24 08:00:00.011000+00:00,0.0
2023-02-24 16:00:00.014000+00:00,0.0
2023-02-25 00:00:00.015000+00:00,-4.132e-05
2023-02-25 08:00:00.015000+00:00,-8.665e-05
